Date,Team,Opponent,Team Score,Opponent Score,Location,Team Margin,Team Result,Team Location
12/12/2012,Fairfield,WI Milwaukee,62,46,Fairfield,16,Win,Home
12/12/2012,Wisconsin,WI Green Bay,65,54,Wisconsin,11,Win,Home
12/12/2012,Temple,Towson,72,61,Temple,11,Win,Home
12/12/2012,UCF,Bethune-Cookman,72,62,UCF,10,Win,Home
12/12/2012,Illinois,Norfolk St,64,54,Illinois,10,Win,Home
12/12/2012,Albany NY,S Carolina St,70,61,Albany NY,9,Win,Home
12/12/2012,McNeese St,Louisiana Tech,80,72,McNeese St,8,Win,Home
12/12/2012,Colorado,Fresno St,50,43,Fresno St,7,Win,Away
12/12/2012,Oregon St,Portland St,79,74,Portland St,5,Win,Away
12/12/2012,New Orleans,Nicholls St,79,76,New Orleans,3,Win,Home
12/12/2012,Vermont,Dartmouth,52,50,Vermont,2,Win,Home
12/12/2012,Dartmouth,Vermont,50,52,Vermont,-2,Loss,Away
12/12/2012,Nicholls St,New Orleans,76,79,New Orleans,-3,Loss,Away
12/12/2012,Portland St,Oregon St,74,79,Portland St,-5,Loss,Home
12/12/2012,Fresno St,Colorado,43,50,Fresno St,-7,Loss,Home
12/12/2012,Louisiana Tech,McNeese St,72,80,McNeese St,-8,Loss,Away
12/12/2012,S Carolina St,Albany NY,61,70,Albany NY,-9,Loss,Away
12/12/2012,Bethune-Cookman,UCF,62,72,UCF,-10,Loss,Away
12/12/2012,Norfolk St,Illinois,54,64,Illinois,-10,Loss,Away
12/12/2012,WI Green Bay,Wisconsin,54,65,Wisconsin,-11,Loss,Away
12/12/2012,Towson,Temple,61,72,Temple,-11,Loss,Away
12/12/2012,Hartford,Niagara,59,75,Niagara,-16,Loss,Away
12/12/2012,WI Milwaukee,Fairfield,46,62,Fairfield,-16,Loss,Away
12/12/2012,Arizona St,DePaul,61,78,Arizona St,-17,Loss,Home
12/12/2012,Lamar,Baylor,68,85,Baylor,-17,Loss,Away
12/12/2012,MD Baltimore Co,Coppin St,61,80,MD Baltimore Co,-19,Loss,Home
12/12/2012,Rice,Long Island,70,97,Rice,-27,Loss,Home
12/12/2012,Monmouth NJ,Maryland,38,71,Maryland,-33,Loss,Away
12/12/2012,Savannah St,Ohio St,45,85,Ohio St,-40,Loss,Away
12/13/2012,UT Arlington,Houston Bap,81,47,UT Arlington,34,Win,Home
12/13/2012,Southern Univ,ULM,68,39,ULM,29,Win,Away
12/13/2012,Belmont,Middle Tenn St,64,49,Belmont,15,Win,Home
12/13/2012,Washington,Seattle,87,74,Seattle,13,Win,Away
12/13/2012,CS Fullerton,Idaho St,66,53,CS Fullerton,13,Win,Home
12/13/2012,Washington St,Jackson St,52,41,Washington St,11,Win,Home
12/13/2012,Tennessee,Wichita St,69,60,Tennessee,9,Win,Home
12/13/2012,Alabama St,Troy,74,68,Alabama St,6,Win,Home
12/13/2012,NC A&T,NJIT,76,71,NJIT,5,Win,Away
12/13/2012,FL Gulf Coast,Florida Intl,76,73,FL Gulf Coast,3,Win,Home
12/13/2012,Florida Intl,FL Gulf Coast,73,76,FL Gulf Coast,-3,Loss,Away
12/13/2012,NJIT,NC A&T,71,76,NJIT,-5,Loss,Home
12/13/2012,Troy,Alabama St,68,74,Alabama St,-6,Loss,Away
12/13/2012,Wichita St,Tennessee,60,69,Tennessee,-9,Loss,Away
12/13/2012,Jackson St,Washington St,41,52,Washington St,-11,Loss,Away
12/13/2012,Seattle,Washington,74,87,Seattle,-13,Loss,Home
12/13/2012,Idaho St,CS Fullerton,53,66,CS Fullerton,-13,Loss,Away
12/13/2012,Middle Tenn St,Belmont,49,64,Belmont,-15,Loss,Away
12/13/2012,ULM,Southern Univ,39,68,ULM,-29,Loss,Home
12/13/2012,Houston Bap,UT Arlington,47,81,UT Arlington,-34,Loss,Away
12/14/2012,Miami FL,Charlotte,77,46,Miami FL,31,Win,Home
12/14/2012,Army,Maine,96,67,Army,29,Win,Home
12/14/2012,Mississippi,ETSU,77,55,Mississippi,22,Win,Home
12/14/2012,Boise St,LSU,89,70,Boise St,19,Win,Home
12/14/2012,UCF,Old Dominion,75,71,Old Dominion,4,Win,Away
12/14/2012,Old Dominion,UCF,71,75,Old Dominion,-4,Loss,Home
12/14/2012,LSU,Boise St,70,89,Boise St,-19,Loss,Away
12/14/2012,ETSU,Mississippi,55,77,Mississippi,-22,Loss,Away
12/14/2012,Maine,Army,67,96,Army,-29,Loss,Away
12/14/2012,Charlotte,Miami FL,46,77,Miami FL,-31,Loss,Away
12/15/2012,Pittsburgh,Bethune-Cookman,89,40,Pittsburgh,49,Win,Home
12/15/2012,Southern Miss,Grambling,93,45,Southern Miss,48,Win,Home
12/15/2012,USC,UC Riverside,70,26,USC,44,Win,Home
12/15/2012,UCLA,Prairie View,95,53,UCLA,42,Win,Home
12/15/2012,Kentucky,Lipscomb,88,50,Kentucky,38,Win,Home
12/15/2012,Arkansas,Alcorn St,97,59,Arkansas,38,Win,Home
12/15/2012,Denver,NE Omaha,82,47,Denver,35,Win,Home
12/15/2012,St Bonaventure,Cleveland St,87,53,St Bonaventure,34,Win,Home
12/15/2012,Kansas,Belmont,89,60,Kansas,29,Win,Home
12/15/2012,IL Chicago,E Michigan,74,48,IL Chicago,26,Win,Home
12/15/2012,Dayton,FL Atlantic,81,56,Dayton,25,Win,Home
12/15/2012,Vanderbilt,Alabama A&M,71,46,Vanderbilt,25,Win,Home
12/15/2012,Syracuse,Canisius,85,61,Syracuse,24,Win,Home
12/15/2012,Stanford,UC Davis,75,52,Stanford,23,Win,Home
12/15/2012,Clemson,Florida A&M,80,57,Clemson,23,Win,Home
12/15/2012,NC State,Norfolk St,84,62,NC State,22,Win,Home
12/15/2012,Loyola MD,Mt St Mary's,79,57,Loyola MD,22,Win,Home
12/15/2012,St Louis,TN Martin,73,51,St Louis,22,Win,Home
12/15/2012,Houston,ULL,85,63,Houston,22,Win,Home
12/15/2012,Rhode Island,SMU,72,50,Rhode Island,22,Win,Home
12/15/2012,Oregon,Nebraska,60,38,Oregon,22,Win,Home
12/15/2012,Robert Morris,Duquesne,91,69,Robert Morris,22,Win,Home
12/15/2012,Marquette,Savannah St,71,51,Marquette,20,Win,Home
12/15/2012,Richmond,Stetson,76,57,Richmond,19,Win,Home
12/15/2012,VA Commonwealth,Alabama,73,54,VA Commonwealth,19,Win,Home
12/15/2012,Arizona St,Dartmouth,61,42,Arizona St,19,Win,Home
12/15/2012,Ohio St,UNC Asheville,90,72,Ohio St,18,Win,Home
12/15/2012,St John's,St Francis NY,77,60,Neutral,17,Win,Neutral
12/15/2012,N Dakota St,Towson,65,48,Towson,17,Win,Away
12/15/2012,Cincinnati,Marshall,72,56,Neutral,16,Win,Neutral
12/15/2012,San Diego St,San Diego,72,56,San Diego St,16,Win,Home
12/15/2012,Davidson,UNC Wilmington,77,61,Davidson,16,Win,Home
12/15/2012,Sam Houston St,Samford,73,57,Samford,16,Win,Away
12/15/2012,Gonzaga,Kansas St,68,52,Neutral,16,Win,Neutral
12/15/2012,New Mexico,New Mexico St,73,58,New Mexico,15,Win,Home
12/15/2012,Michigan,West Virginia,81,66,Neutral,15,Win,Neutral
12/15/2012,Auburn,Furman,64,50,Auburn,14,Win,Home
12/15/2012,Indiana St,IUPUI,75,61,IUPUI,14,Win,Away
12/15/2012,Georgetown,W Carolina,81,68,Georgetown,13,Win,Home
12/15/2012,Notre Dame,Purdue,81,68,Neutral,13,Win,Neutral
12/15/2012,Evansville,Alabama St,80,67,Evansville,13,Win,Home
12/15/2012,Gardner Webb,Citadel,71,58,Gardner Webb,13,Win,Home
12/15/2012,Wagner,Coppin St,77,65,Wagner,12,Win,Home
12/15/2012,Texas,Texas St,75,63,Texas,12,Win,Home
12/15/2012,Seton Hall,NC A&T,77,66,Seton Hall,11,Win,Home
12/15/2012,Tennessee Tech,WI Milwaukee,69,58,WI Milwaukee,11,Win,Away
12/15/2012,Oklahoma,Texas A&M,64,54,Neutral,10,Win,Neutral
12/15/2012,BYU,Weber St,78,68,Weber St,10,Win,Away
12/15/2012,Creighton,California,74,64,California,10,Win,Away
12/15/2012,Louisville,Memphis,87,78,Memphis,9,Win,Away
12/15/2012,Iowa St,Drake,86,77,Neutral,9,Win,Neutral
12/15/2012,Loyola-Chicago,Mississippi St,59,51,Loyola-Chicago,8,Win,Home
12/15/2012,Washington,Jackson St,75,67,Washington,8,Win,Home
12/15/2012,Nevada,San Francisco,59,51,Nevada,8,Win,Home
12/15/2012,Bucknell,La Salle,74,66,Bucknell,8,Win,Home
12/15/2012,Valparaiso,Missouri St,62,54,Missouri St,8,Win,Away
12/15/2012,Detroit,Akron,80,73,Detroit,7,Win,Home
12/15/2012,Hartford,Rice,58,51,Rice,7,Win,Away
12/15/2012,Iowa,Northern Iowa,80,73,Neutral,7,Win,Neutral
12/15/2012,Ark Little Rock,Tulsa,72,65,Ark Little Rock,7,Win,Home
12/15/2012,UC Irvine,Fresno St,58,51,Fresno St,7,Win,Away
12/15/2012,Howard,Liberty,60,53,Howard,7,Win,Home
12/15/2012,Jacksonville St,Presbyterian,66,59,Presbyterian,7,Win,Away
12/15/2012,Ball St,South Dakota,80,73,South Dakota,7,Win,Away
12/15/2012,North Carolina,East Carolina,93,87,North Carolina,6,Win,Home
12/15/2012,Wright St,Hofstra,63,57,Hofstra,6,Win,Away
12/15/2012,Utah St,Utah Valley,69,63,Utah Valley,6,Win,Away
12/15/2012,Massachusetts,Elon,78,73,Neutral,5,Win,Neutral
12/15/2012,Ga Southern,Virginia Tech,78,73,Virginia Tech,5,Win,Away
12/15/2012,TX Pan American,Lamar,75,70,TX Pan American,5,Win,Home
12/15/2012,Penn St,Delaware St,80,76,Penn St,4,Win,Home
12/15/2012,Santa Clara,Pacific,75,71,Pacific,4,Win,Away
12/15/2012,Iona,Georgia,81,78,Georgia,3,Win,Away
12/15/2012,Fordham,Princeton,63,60,Neutral,3,Win,Neutral
12/15/2012,S Illinois,WI Green Bay,72,70,WI Green Bay,2,Win,Away
12/15/2012,Butler,Indiana,88,86,Neutral,2,Win,Neutral
12/15/2012,Winthrop,Ohio,50,49,Ohio,1,Win,Away
12/15/2012,Troy,Georgia St,57,56,Troy,1,Win,Home
12/15/2012,S Dakota St,Montana,68,67,Montana,1,Win,Away
12/15/2012,Arizona,Florida,65,64,Arizona,1,Win,Home
12/15/2012,Ohio,Winthrop,49,50,Ohio,-1,Loss,Home
12/15/2012,Georgia St,Troy,56,57,Troy,-1,Loss,Away
12/15/2012,Montana,S Dakota St,67,68,Montana,-1,Loss,Home
12/15/2012,Florida,Arizona,64,65,Arizona,-1,Loss,Away
12/15/2012,WI Green Bay,S Illinois,70,72,WI Green Bay,-2,Loss,Home
12/15/2012,Indiana,Butler,86,88,Neutral,-2,Loss,Neutral
12/15/2012,Georgia,Iona,78,81,Georgia,-3,Loss,Home
12/15/2012,Princeton,Fordham,60,63,Neutral,-3,Loss,Neutral
12/15/2012,Delaware St,Penn St,76,80,Penn St,-4,Loss,Away
12/15/2012,Pacific,Santa Clara,71,75,Pacific,-4,Loss,Home
12/15/2012,Elon,Massachusetts,73,78,Neutral,-5,Loss,Neutral
12/15/2012,Virginia Tech,Ga Southern,73,78,Virginia Tech,-5,Loss,Home
12/15/2012,Lamar,TX Pan American,70,75,TX Pan American,-5,Loss,Away
12/15/2012,East Carolina,North Carolina,87,93,North Carolina,-6,Loss,Away
12/15/2012,Hofstra,Wright St,57,63,Hofstra,-6,Loss,Home
12/15/2012,Utah Valley,Utah St,63,69,Utah Valley,-6,Loss,Home
12/15/2012,Akron,Detroit,73,80,Detroit,-7,Loss,Away
12/15/2012,Rice,Hartford,51,58,Rice,-7,Loss,Home
12/15/2012,Northern Iowa,Iowa,73,80,Neutral,-7,Loss,Neutral
12/15/2012,Tulsa,Ark Little Rock,65,72,Ark Little Rock,-7,Loss,Away
12/15/2012,Fresno St,UC Irvine,51,58,Fresno St,-7,Loss,Home
12/15/2012,Liberty,Howard,53,60,Howard,-7,Loss,Away
12/15/2012,Presbyterian,Jacksonville St,59,66,Presbyterian,-7,Loss,Home
12/15/2012,South Dakota,Ball St,73,80,South Dakota,-7,Loss,Home
12/15/2012,Mississippi St,Loyola-Chicago,51,59,Loyola-Chicago,-8,Loss,Away
12/15/2012,Jackson St,Washington,67,75,Washington,-8,Loss,Away
12/15/2012,San Francisco,Nevada,51,59,Nevada,-8,Loss,Away
12/15/2012,La Salle,Bucknell,66,74,Bucknell,-8,Loss,Away
12/15/2012,Missouri St,Valparaiso,54,62,Missouri St,-8,Loss,Home
12/15/2012,Memphis,Louisville,78,87,Memphis,-9,Loss,Home
12/15/2012,Drake,Iowa St,77,86,Neutral,-9,Loss,Neutral
12/15/2012,Texas A&M,Oklahoma,54,64,Neutral,-10,Loss,Neutral
12/15/2012,Weber St,BYU,68,78,Weber St,-10,Loss,Home
12/15/2012,California,Creighton,64,74,California,-10,Loss,Home
12/15/2012,NC A&T,Seton Hall,66,77,Seton Hall,-11,Loss,Away
12/15/2012,WI Milwaukee,Tennessee Tech,58,69,WI Milwaukee,-11,Loss,Home
12/15/2012,Coppin St,Wagner,65,77,Wagner,-12,Loss,Away
12/15/2012,Texas St,Texas,63,75,Texas,-12,Loss,Away
12/15/2012,W Carolina,Georgetown,68,81,Georgetown,-13,Loss,Away
12/15/2012,Purdue,Notre Dame,68,81,Neutral,-13,Loss,Neutral
12/15/2012,Alabama St,Evansville,67,80,Evansville,-13,Loss,Away
12/15/2012,Citadel,Gardner Webb,58,71,Gardner Webb,-13,Loss,Away
12/15/2012,Furman,Auburn,50,64,Auburn,-14,Loss,Away
12/15/2012,IUPUI,Indiana St,61,75,IUPUI,-14,Loss,Home
12/15/2012,New Mexico St,New Mexico,58,73,New Mexico,-15,Loss,Away
12/15/2012,West Virginia,Michigan,66,81,Neutral,-15,Loss,Neutral
12/15/2012,Marshall,Cincinnati,56,72,Neutral,-16,Loss,Neutral
12/15/2012,San Diego,San Diego St,56,72,San Diego St,-16,Loss,Away
12/15/2012,UNC Wilmington,Davidson,61,77,Davidson,-16,Loss,Away
12/15/2012,Samford,Sam Houston St,57,73,Samford,-16,Loss,Home
12/15/2012,Kansas St,Gonzaga,52,68,Neutral,-16,Loss,Neutral
12/15/2012,St Francis NY,St John's,60,77,Neutral,-17,Loss,Neutral
12/15/2012,Towson,N Dakota St,48,65,Towson,-17,Loss,Home
12/15/2012,UNC Asheville,Ohio St,72,90,Ohio St,-18,Loss,Away
12/15/2012,Stetson,Richmond,57,76,Richmond,-19,Loss,Away
12/15/2012,Alabama,VA Commonwealth,54,73,VA Commonwealth,-19,Loss,Away
12/15/2012,Dartmouth,Arizona St,42,61,Arizona St,-19,Loss,Away
12/15/2012,Savannah St,Marquette,51,71,Marquette,-20,Loss,Away
12/15/2012,Norfolk St,NC State,62,84,NC State,-22,Loss,Away
12/15/2012,Mt St Mary's,Loyola MD,57,79,Loyola MD,-22,Loss,Away
12/15/2012,TN Martin,St Louis,51,73,St Louis,-22,Loss,Away
12/15/2012,ULL,Houston,63,85,Houston,-22,Loss,Away
12/15/2012,SMU,Rhode Island,50,72,Rhode Island,-22,Loss,Away
12/15/2012,Nebraska,Oregon,38,60,Oregon,-22,Loss,Away
12/15/2012,Duquesne,Robert Morris,69,91,Robert Morris,-22,Loss,Away
12/15/2012,UC Davis,Stanford,52,75,Stanford,-23,Loss,Away
12/15/2012,Florida A&M,Clemson,57,80,Clemson,-23,Loss,Away
12/15/2012,Canisius,Syracuse,61,85,Syracuse,-24,Loss,Away
12/15/2012,FL Atlantic,Dayton,56,81,Dayton,-25,Loss,Away
12/15/2012,Alabama A&M,Vanderbilt,46,71,Vanderbilt,-25,Loss,Away
12/15/2012,E Michigan,IL Chicago,48,74,IL Chicago,-26,Loss,Away
12/15/2012,Belmont,Kansas,60,89,Kansas,-29,Loss,Away
12/15/2012,Cleveland St,St Bonaventure,53,87,St Bonaventure,-34,Loss,Away
12/15/2012,NE Omaha,Denver,47,82,Denver,-35,Loss,Away
12/15/2012,Lipscomb,Kentucky,50,88,Kentucky,-38,Loss,Away
12/15/2012,Alcorn St,Arkansas,59,97,Arkansas,-38,Loss,Away
12/15/2012,Prairie View,UCLA,53,95,UCLA,-42,Loss,Away
12/15/2012,UC Riverside,USC,26,70,USC,-44,Loss,Away
12/15/2012,Grambling,Southern Miss,45,93,Southern Miss,-48,Loss,Away
12/15/2012,Bethune-Cookman,Pittsburgh,40,89,Pittsburgh,-49,Loss,Away
12/16/2012,Oklahoma St,Cent Arkansas,91,63,Oklahoma St,28,Win,Home
12/16/2012,Long Island,Manhattan,75,48,Long Island,27,Win,Home
12/16/2012,Marist,Maine,94,69,Marist,25,Win,Home
12/16/2012,Illinois St,Morgan St,87,68,Illinois St,19,Win,Home
12/16/2012,Charlotte,Kennesaw,66,52,Kennesaw,14,Win,Away
12/16/2012,Illinois,E Kentucky,66,53,Illinois,13,Win,Home
12/16/2012,James Madison,UNC Greensboro,85,73,James Madison,12,Win,Home
12/16/2012,Arkansas St,Austin Peay,69,57,Arkansas St,12,Win,Home
12/16/2012,Fairfield,Drexel,69,58,Fairfield,11,Win,Home
12/16/2012,Niagara,Vermont,68,58,Niagara,10,Win,Home
12/16/2012,Appalachian St,Missouri KC,81,71,Missouri KC,10,Win,Away
12/16/2012,Mercer,Chattanooga,63,53,Chattanooga,10,Win,Away
12/16/2012,Villanova,Delaware,75,65,Villanova,10,Win,Home
12/16/2012,Oregon St,Chicago St,87,77,Oregon St,10,Win,Home
12/16/2012,Rutgers,UAB,88,79,Rutgers,9,Win,Home
12/16/2012,Boston Univ,Quinnipiac,69,62,Boston Univ,7,Win,Home
12/16/2012,CS Fullerton,TX Southern,93,86,TX Southern,7,Win,Away
12/16/2012,W Michigan,High Point,70,64,High Point,6,Win,Away
12/16/2012,North Texas,SE Louisiana,45,40,North Texas,5,Win,Home
12/16/2012,Murray St,W Kentucky,75,70,Murray St,5,Win,Home
12/16/2012,DePaul,N Illinois,69,64,DePaul,5,Win,Home
12/16/2012,South Alabama,TAM C. Christi,74,69,South Alabama,5,Win,Home
12/16/2012,McNeese St,Texas Tech,80,75,Texas Tech,5,Win,Away
12/16/2012,C Michigan,Pepperdine,80,77,Pepperdine,3,Win,Away
12/16/2012,Boston College,New Hampshire,61,59,Boston College,2,Win,Home
12/16/2012,New Hampshire,Boston College,59,61,Boston College,-2,Loss,Away
12/16/2012,Pepperdine,C Michigan,77,80,Pepperdine,-3,Loss,Home
12/16/2012,SE Louisiana,North Texas,40,45,North Texas,-5,Loss,Away
12/16/2012,W Kentucky,Murray St,70,75,Murray St,-5,Loss,Away
12/16/2012,N Illinois,DePaul,64,69,DePaul,-5,Loss,Away
12/16/2012,TAM C. Christi,South Alabama,69,74,South Alabama,-5,Loss,Away
12/16/2012,Texas Tech,McNeese St,75,80,Texas Tech,-5,Loss,Home
12/16/2012,High Point,W Michigan,64,70,High Point,-6,Loss,Home
12/16/2012,Quinnipiac,Boston Univ,62,69,Boston Univ,-7,Loss,Away
12/16/2012,TX Southern,CS Fullerton,86,93,TX Southern,-7,Loss,Home
12/16/2012,UAB,Rutgers,79,88,Rutgers,-9,Loss,Away
12/16/2012,Vermont,Niagara,58,68,Niagara,-10,Loss,Away
12/16/2012,Missouri KC,Appalachian St,71,81,Missouri KC,-10,Loss,Home
12/16/2012,Chattanooga,Mercer,53,63,Chattanooga,-10,Loss,Home
12/16/2012,Delaware,Villanova,65,75,Villanova,-10,Loss,Away
12/16/2012,Chicago St,Oregon St,77,87,Oregon St,-10,Loss,Away
12/16/2012,Drexel,Fairfield,58,69,Fairfield,-11,Loss,Away
12/16/2012,UNC Greensboro,James Madison,73,85,James Madison,-12,Loss,Away
12/16/2012,Austin Peay,Arkansas St,57,69,Arkansas St,-12,Loss,Away
12/16/2012,E Kentucky,Illinois,53,66,Illinois,-13,Loss,Away
12/16/2012,Kennesaw,Charlotte,52,66,Kennesaw,-14,Loss,Home
12/16/2012,Morgan St,Illinois St,68,87,Illinois St,-19,Loss,Away
12/16/2012,Maine,Marist,69,94,Marist,-25,Loss,Away
12/16/2012,Manhattan,Long Island,48,75,Long Island,-27,Loss,Away
12/16/2012,Cent Arkansas,Oklahoma St,63,91,Oklahoma St,-28,Loss,Away
12/17/2012,Missouri,S Carolina St,102,51,Missouri,51,Win,Home
12/17/2012,Georgia Tech,Alabama St,75,41,Georgia Tech,34,Win,Home
12/17/2012,Connecticut,MD E Shore,84,50,Connecticut,34,Win,Home
12/17/2012,Canisius,Longwood,82,54,Canisius,28,Win,Home
12/17/2012,Colorado St,North Florida,83,55,Colorado St,28,Win,Home
12/17/2012,Bucknell,St Francis PA,76,49,St Francis PA,27,Win,Away
12/17/2012,UC Davis,E Washington,87,65,UC Davis,22,Win,Home
12/17/2012,Bradley,Ga Southern,62,43,Bradley,19,Win,Home
12/17/2012,Portland,CS Bakersfield,69,51,Portland,18,Win,Home
12/17/2012,Temple,Alcorn St,63,46,Temple,17,Win,Home
12/17/2012,Baylor,SC Upstate,73,57,Baylor,16,Win,Home
12/17/2012,Florida St,ULM,63,48,Florida St,15,Win,Home
12/17/2012,S Illinois,New Orleans,74,61,S Illinois,13,Win,Home
12/17/2012,Notre Dame,IPFW,74,62,Notre Dame,12,Win,Home
12/17/2012,Southern Utah,North Dakota,79,67,Southern Utah,12,Win,Home
12/17/2012,Vanderbilt,Cornell,66,55,Vanderbilt,11,Win,Home
12/17/2012,Jackson St,Seattle,91,82,Seattle,9,Win,Away
12/17/2012,Santa Clara,Cal Poly SLO,72,64,Santa Clara,8,Win,Home
12/17/2012,Northern Arizona,Montana St,87,80,Northern Arizona,7,Win,Home
12/17/2012,Northwestern,Texas St,74,68,Northwestern,6,Win,Home
12/17/2012,Syracuse,Detroit,72,68,Syracuse,4,Win,Home
12/17/2012,UNLV,UTEP,62,60,UTEP,2,Win,Away
12/17/2012,Oakland,Valparaiso,70,68,Oakland,2,Win,Home
12/17/2012,Louisiana Tech,Ark Little Rock,75,73,Ark Little Rock,2,Win,Away
12/17/2012,UTEP,UNLV,60,62,UTEP,-2,Loss,Home
12/17/2012,Valparaiso,Oakland,68,70,Oakland,-2,Loss,Away
12/17/2012,Ark Little Rock,Louisiana Tech,73,75,Ark Little Rock,-2,Loss,Home
12/17/2012,Detroit,Syracuse,68,72,Syracuse,-4,Loss,Away
12/17/2012,Texas St,Northwestern,68,74,Northwestern,-6,Loss,Away
12/17/2012,Montana St,Northern Arizona,80,87,Northern Arizona,-7,Loss,Away
12/17/2012,Cal Poly SLO,Santa Clara,64,72,Santa Clara,-8,Loss,Away
12/17/2012,Seattle,Jackson St,82,91,Seattle,-9,Loss,Home
12/17/2012,Cornell,Vanderbilt,55,66,Vanderbilt,-11,Loss,Away
12/17/2012,IPFW,Notre Dame,62,74,Notre Dame,-12,Loss,Away
12/17/2012,North Dakota,Southern Utah,67,79,Southern Utah,-12,Loss,Away
12/17/2012,New Orleans,S Illinois,61,74,S Illinois,-13,Loss,Away
12/17/2012,ULM,Florida St,48,63,Florida St,-15,Loss,Away
12/17/2012,SC Upstate,Baylor,57,73,Baylor,-16,Loss,Away
12/17/2012,Alcorn St,Temple,46,63,Temple,-17,Loss,Away
12/17/2012,CS Bakersfield,Portland,51,69,Portland,-18,Loss,Away
12/17/2012,Ga Southern,Bradley,43,62,Bradley,-19,Loss,Away
12/17/2012,E Washington,UC Davis,65,87,UC Davis,-22,Loss,Away
12/17/2012,St Francis PA,Bucknell,49,76,St Francis PA,-27,Loss,Home
12/17/2012,Longwood,Canisius,54,82,Canisius,-28,Loss,Away
12/17/2012,North Florida,Colorado St,55,83,Colorado St,-28,Loss,Away
12/17/2012,Alabama St,Georgia Tech,41,75,Georgia Tech,-34,Loss,Away
12/17/2012,MD E Shore,Connecticut,50,84,Connecticut,-34,Loss,Away
12/17/2012,S Carolina St,Missouri,51,102,Missouri,-51,Loss,Away
12/18/2012,Wofford,Jacksonville,94,52,Jacksonville,42,Win,Away
12/18/2012,Providence,Colgate,79,45,Providence,34,Win,Home
12/18/2012,VA Commonwealth,W Kentucky,76,44,VA Commonwealth,32,Win,Home
12/18/2012,Akron,Ark Pine Bluff,76,46,Akron,30,Win,Home
12/18/2012,Middle Tenn St,Tennessee St,77,48,Middle Tenn St,29,Win,Home
12/18/2012,Kansas,Richmond,87,59,Kansas,28,Win,Home
12/18/2012,Arizona,Oral Roberts,89,64,Arizona,25,Win,Home
12/18/2012,Wake Forest,Furman,79,55,Wake Forest,24,Win,Home
12/18/2012,Miami FL,UCF,72,50,UCF,22,Win,Away
12/18/2012,Charleston So,ETSU,72,51,ETSU,21,Win,Away
12/18/2012,Auburn,Tennessee Tech,81,62,Auburn,19,Win,Home
12/18/2012,UCLA,Long Beach St,89,70,UCLA,19,Win,Home
12/18/2012,South Florida,Youngstown St,72,54,South Florida,18,Win,Home
12/18/2012,Iona,Liberty,87,69,Iona,18,Win,Home
12/18/2012,Tennessee,Presbyterian,78,62,Tennessee,16,Win,Home
12/18/2012,W Illinois,IL Chicago,70,54,W Illinois,16,Win,Home
12/18/2012,Alabama A&M,Missouri St,59,47,Alabama A&M,12,Win,Home
12/18/2012,Texas A&M,TAM C. Christi,66,54,Texas A&M,12,Win,Home
12/18/2012,TCU,Southern Univ,68,57,TCU,11,Win,Home
12/18/2012,Michigan St,Bowling Green,64,53,Bowling Green,11,Win,Away
12/18/2012,Col Charleston,Old Dominion,76,65,Col Charleston,11,Win,Home
12/18/2012,Purdue,Ball St,66,56,Purdue,10,Win,Home
12/18/2012,Wyoming,Denver,71,61,Wyoming,10,Win,Home
12/18/2012,Ohio St,Winthrop,65,55,Ohio St,10,Win,Home
12/18/2012,Holy Cross,San Francisco,73,63,San Francisco,10,Win,Away
12/18/2012,Kansas St,TX Southern,78,69,Kansas St,9,Win,Home
12/18/2012,Georgia,Mercer,58,49,Georgia,9,Win,Home
12/18/2012,Utah,SMU,62,53,Utah,9,Win,Home
12/18/2012,NC State,Stanford,88,79,NC State,9,Win,Home
12/18/2012,California,Santa Barbara,68,59,California,9,Win,Home
12/18/2012,Hampton,American Univ,72,65,Hampton,7,Win,Home
12/18/2012,UNC Asheville,Northeastern,79,73,Northeastern,6,Win,Away
12/18/2012,LSU,UC Irvine,66,60,UC Irvine,6,Win,Away
12/18/2012,Stony Brook,Sacred Heart,64,59,Sacred Heart,5,Win,Away
12/18/2012,Robert Morris,ULL,66,61,ULL,5,Win,Away
12/18/2012,Nebraska,Jacksonville St,59,55,Nebraska,4,Win,Home
12/18/2012,Lipscomb,Austin Peay,87,84,Austin Peay,3,Win,Away
12/18/2012,East Carolina,Gardner Webb,62,60,East Carolina,2,Win,Home
12/18/2012,Southern Miss,Georgia St,69,67,Georgia St,2,Win,Away
12/18/2012,Stetson,FL Atlantic,69,68,FL Atlantic,1,Win,Away
12/18/2012,SF Austin,Oklahoma,56,55,Oklahoma,1,Win,Away
12/18/2012,FL Atlantic,Stetson,68,69,FL Atlantic,-1,Loss,Home
12/18/2012,Oklahoma,SF Austin,55,56,Oklahoma,-1,Loss,Home
12/18/2012,Gardner Webb,East Carolina,60,62,East Carolina,-2,Loss,Away
12/18/2012,Georgia St,Southern Miss,67,69,Georgia St,-2,Loss,Home
12/18/2012,Austin Peay,Lipscomb,84,87,Austin Peay,-3,Loss,Home
12/18/2012,Jacksonville St,Nebraska,55,59,Nebraska,-4,Loss,Away
12/18/2012,Sacred Heart,Stony Brook,59,64,Sacred Heart,-5,Loss,Home
12/18/2012,ULL,Robert Morris,61,66,ULL,-5,Loss,Home
12/18/2012,Northeastern,UNC Asheville,73,79,Northeastern,-6,Loss,Home
12/18/2012,UC Irvine,LSU,60,66,UC Irvine,-6,Loss,Home
